partner_id,bad,user_id,log,enum_id,rating,details,useful,good,rowid,ts
ELEGEDETTSEG_ES_AJANLAS: Nekem nagyon nem jött be,főleg külsőre.Összességében kedves,de egy ilyen hirdetőtől mást várna az ember,ha már ajándékot ad...ja és ami fontos 5 perccel az idő lejárta előtt jelezte hogy nemsokára vége az időnek szóval ajándékot adok újra vagy mi lesz...köszönöm,de nem akartam tovább maradni...sőt annyira keserű szájízzel távoztam,hogy idegemben elmentem egy másik hölgyhöz ezután... :)Na ott nagyon jól éreztem magam! ;)",9,"NAGYON_KEDVES, JO_PARKOLAS",19312,2026-02-26 01:22:14
18069,LEPUKKANT_LAKAS,82149,2013-11-22 13:57,3,"KORNYEZET: 2, KULSO: 4, HOZZAALLAS: 5, TECHNIKA: 4, OSSZKEP: 4","KAPCSOLATFELVETEL: Pont egy hete hívtam Corinát. Elsőre elértem, akár negyed óra múlva is tudott volna fogadni, nekem végül több mint fél óra volt, hogy odaérjek. A ház elől hívtam újra, elnavigált az ajtajáig. A telefonban kedves, segítőkész volt.

LAKAS: Kőbánya központi részén van a hely. Buszvégállomás a közelben, de jár arra villamos (épp felújítják) sőt vonat is. Autóval a ház előtt lehet parkolni ingyenesen. A házszámozásra viszont figyelni kell, a GPS picit odébb vezetett. A ház egy jobb napokat is megélt panelszerűség, a lakás szintén. Corina szerintem jobb helyet érdemelne. A szoba picit keskeny, az ágy éppen ezért keresztbe teljesen át is érte. A fürdő elmegy, tusfürdő van sokféle.

KULSO: Szexi szerelésben nyitott ajtót, a képek alapján nem éri csalódás az embert. Arcra picit másmilyenre számítottam, de helyes, kedves lány. Alakra pedig nekem bejött, formás, sportos alakja van szép nagy természetes cicikkel. Végig aranyos, közvetlen nem megjátszós volt.

HOZZAALLAS: Pesti átlag ajándék, fél órát voltam, extrát nem kértem. Előre rendeztük. Abszolút kezdeményező volt.

EGYUTTLET: Ő már letusolva várt, így csak nekem kellett ezzel foglalkoznom. Visszatérvén rendeztük az ajándékozást, ekkor már csak a bugyi volt rajta. Majd melléfekve, felfedeztem szép barna bőrét. Apró sóhajok jelezték, hogy tetszik neki. Majd Ő kezdett finom franciázásba. Szép lassan, finoman, de pont jó erősséggel csinálta. Majd jeleztem, hogy most én jövök. Lefelé haladva a bugyi is lekerült róla. Finom illatos kelyhek fogadtak. Nyelvmunkám eredményeképp el sajnos nem ment, de jól érezte magát. Majd gumit javasolt és szemből kezdtük. Szép lassan majd gyorsabban szeretkeztünk. De hátulról is akartam Őt, ezért fordultunk. Nem bírtam sokáig, el is durrantam a gumiba. Hagyott lenyugodni, majd leszedte a köpenyt és letörölgetett. Újabb tus, utána felajánlott egy masszázst, de sajnos nem tudtam élni vele, mennem kellett. Sajnáltam, jó lett volna. Így öltözés, közben csevegtünk majd puszi és vissza a munkába.

ELEGEDETTSEG_ES_AJANLAS: Corina egy kedves, barátnős, természetes és mellé csinos, formás lány. Aki a barátnős szeretkezést keresi, nem hangos sikolyokkal hanem halk sóhajokkal kísérve, az menjen el hozzá.",3,"BARATNO_FEELING, NAGYON_KEDVES, MAXIMALIS_DISZKRECIO",19544,2026-02-26 01:22:14
896,"MEGTEVESZTO_KEPEK, REGI_KEPEK",97498,2013-12-10 20:00,0,"KORNYEZET: 5, KULSO: 5, HOZZAALLAS: 5, TECHNIKA: 5, OSSZKEP: 5","KAPCSOLATFELVETEL: Kétszer írtam Neki és mindig nagyon kedvesen és gyorsan válaszolt. Így aztán eljött az idő -a mai nap- hogy végre találkozzunk Nála. A koordinátákat telefonon egyeztettük, pontos voltam, mint mindig.

LAKAS: A kékli a Duna parton van,szép helyen, nagyon igényes,izlésesen berendezet szerintem nem bérlakás,de ezt nem tudom biztosan. Végre egy magas ágy ,ahol állva is lehet nyomulni. Tiszta fürdőszoba, száraz kilépő, így zokniban is lehet zuhanyozni, nem tocsogsz a vízben ha harmadiknak érkezel. A parkolás ha a Bem rakparton felül nem találsz helyet, akkor fizetős de nem probléma. Összefoglalva minden nagyon rendben volt.Enikő igazi nemzeti családmodellben él:1MILF+1cicus+1kutyus. Ebből sem GYED sem GYES nem lesz, a gyarapodásról nem is beszélve.Nagyon kulturáltak a családtagok.A kutyus lepacsizott velem,a cicustól kaptam egy nagy tusit.Mivel belátták,hogy ebben a pásztorórában én vagyok az alfa-HIM a háttérből figyelték az eseményeket. Sokat tanulhattak Tőlünk.

KULSO: Enikő=MILF ETALON!!!Hát barátaim, így kell kinézni egy igazi dögös Nőnek, ahogy a fotókon is van. Mindenből annyi van rajta, amennyi szükséges. Kedvenc testrészem a négy ajka meg a többi.Illatos ,selymes, mindene nagyon is imádni való. Ezt egyszerűen meg kell kostolni,nincs más megoldás.

HOZZAALLAS: Az eltöltött egy órában végigmentünk a menün.Először mindent bevasalt rajtam, amivel a telefonban megfenyegettem,de aztán megkaptam a magamét rendesen. Nagyon hálás természet,persze önző is egyben,de ettő annyira erotikus és imádni való.

EGYUTTLET: Felfedező körut után NF oda-vissza, nagyon érzékien és finomra hangolva.Aztán punci és popószex, baromi jó benne és igazán élvezi is a dolgot.Talán a szemből poziciót felejtettük el,de ezt legközelebb bepótoljuk. Ami a menüben szerepel az mind megvolt profi szinten.Csak a popóhoz kellett egy kis sikosító,máshol minden jött magától.

ELEGEDETTSEG_ES_AJANLAS: Nem ajánlom azoknak, akik allergiássak a macskaszőrre és a kutyaszőrre. Ajánlom azoknak, akik allergiássak a punciszőrre,mert abból olyan kevés van rajta,hogy nem lesz tőle semmi bajotok még akkor sem ha az orrotokat tövig benyomjátok ahova kell.Egy Isteni MILF, akit csak imádni lehet a kedvességéért, közvetlenségért és azért a gyönyörért amit nyújtott nekem. Mindent köszönök Neked drága:Csók doxy",3,"SZEP_ARCU, BARATNO_FEELING, ISTENI_FRANCIA, NAGYON_KEDVES, MAXIMALIS_DISZKRECIO, JO_PARKOLAS",19782,2026-02-26 01:22:14
13111,"KEDVETLEN_HOZZAALLAS, TELEFONBAN_MAST_MONDOTT, ORANEZOS_TP, LEPUKKANT_LAKAS, MAS_FOGADOTT",117594,2014-01-08 21:20,3,"KORNYEZET: 2, KULSO: 2, HOZZAALLAS: 2, TECHNIKA: 2, OSSZKEP: 2","KAPCSOLATFELVETEL: Könnyen ment!

LAKAS: Lepukkant panel. A fürdőszoba hagy némi kivetnivalót.

KULSO: Igazából nem a képen szereplő lány nyit ajtót soha! 4 szer voltam fent mert itt igazából csak a ""lakás"" ami fix de a lány mindig más volt.

ELEGEDETTSEG_ES_AJANLAS: Azért kapott 2 csillagot mindenre mert a 4 alkalomból 3 szor 1 csillagot adtam volna mindenre ami a lányra vonatkozik viszont egyszer kellemes meglepetés fogadott... ajánlani csak annak aki szereti a zsákbamacskát...",0,,20231,2026-02-26 01:22:14
13111,"KEDVETLEN_HOZZAALLAS, ORANEZOS_TP, LEPUKKANT_LAKAS, REGI_KEPEK, MAS_FOGADOTT",139624,2014-01-11 23:03,3,"KORNYEZET: 1, KULSO: 1, HOZZAALLAS: 1, TECHNIKA: 1, OSSZKEP: 1","KAPCSOLATFELVETEL: egyszerű volt az egyeztetés de már a telefonba is ketten beszéltek. pontosabban valaki a háttérben tolmácsolta a válaszokat.

LAKAS: semmi extra éppen elmegy ha a többi jo lenne...

KULSO: más fogadott. ebben a lakásban már voltam 3x talán mindig más lánynál de mostmár tényleg rohadjak meg ha mégegyszer megyek.

HOZZAALLAS: nulla

EGYUTTLET: nem élvezhető...

ELEGEDETTSEG_ES_AJANLAS: ne tedd",0,,20287,2026-02-26 01:22:14
37085,NEM_DISZKRET,78558,2014-06-15 14:48,0,"KORNYEZET: 3, KULSO: 4, HOZZAALLAS: 5, TECHNIKA: 5, OSSZKEP: 5","KAPCSOLATFELVETEL: Elérhetőséget jelzett, hamar felvette. Egy óra múlva tudott fogadni.

LAKAS: Angyalföld könnyen parkolható és kulturált része. A lakás kicsit lepukkant, de engem nem zavart. Bár a bejárati ajtó lehetne rendesen csukható. :) Fürdőben nem az általam használt tusfürdők, de többféle van. Szájvizet pont nem találtam, de az lehet az én bénaságom is.

KULSO: Kedves arcú, törékeny. Iszonyatosan jó popsiban és általában hátulról. Pici melle van, de szép meredező bimbói. A jelzett kora alapján kevésbé feszes bőrre és testre számítottam.

HOZZAALLAS: Hiperaktív, szenvedélyesen nyalja falja ő is az embert (hát én is őt, őszintén). És végig nagyon természetes.

EGYUTTLET: Hason feküdt, úgy kezdtem csókolgatni, csókcsata után franciát sokáig nem élveztem, mert kispricceltem volna. Hátulról gyönyörű, de nagyon jó volt, mikor belém guggolt. Szűk volt, nem akartam visszatartani, jól esett elmenni.

ELEGEDETTSEG_ES_AJANLAS: Koránál fiatalosabb testben és szeretkezésben is. Természetes, közvetlen. Én heveskedő szexet kívántam vele, és nem csalódtam.",1,"BARATNO_FEELING, ISTENI_FRANCIA, NAGYON_KEDVES",22802,2026-02-26 01:22:14
896,REGI_KEPEK,71660,2014-06-29 18:43,2,"KORNYEZET: 5, KULSO: 3, HOZZAALLAS: 4, TECHNIKA: 4, OSSZKEP: 4","KAPCSOLATFELVETEL: épp rá ért, felvette.. tudtunk is időpontot találni.. a bejutás viszont kicsit macerás volt...

LAKAS: szépen megcsinált kecó... normális kád, függöny, tusfürdők, szájvíz... szoba nagy, kellemesen magas nagy ágy...

KULSO: hááát... az arca nekem nem jött be, érzésre idősebbnek is tűnt... alkat hasonló mint a fotókon, a cici viszont valóban gravitált (valahol valaki írta korábban, igaza volt), meg sem közelíti a fotón lévőt...

HOZZAALLAS: hozzáállása jó volt.. amiért mentem az meg volt...

ELEGEDETTSEG_ES_AJANLAS: én egy picit többet vártam... vagyis inkább másra számítottam... egynek jó volt, de nem hiszem hogy visszatérő leszek...",9,,23022,2026-02-26 01:22:14
13111,"TELEFONBAN_MAST_MONDOTT, MEGTEVESZTO_KEPEK",90233,2014-11-15 19:18,3,"KORNYEZET: 3, KULSO: 2, HOZZAALLAS: 3, TECHNIKA: 1, OSSZKEP: 2","KAPCSOLATFELVETEL: Könnyen gyorsan.

LAKAS: Célnak megfelel

KULSO: Teltebbnek tűnik, képek erősen retusálva vannak.

HOZZAALLAS: Ahogy odaértem közölte hogy amiket telefonba mondott azok nem lehetnek...... Amúgy Normálisan állt a dolgokhoz ezt leszámítva

EGYUTTLET: Csalódás volt mivel telefonban sok extra elhangzott és ehez képest csak egy normál szex volt....

ELEGEDETTSEG_ES_AJANLAS: Egynek elment...",0,"MAXIMALIS_DISZKRECIO, JO_PARKOLAS",25129,2026-02-26 01:22:14
17996,"NEM_DISZKRET, TELEFONBAN_MAST_MONDOTT, ORANEZOS_TP",168503,2014-12-27 18:31,3,"KORNYEZET: 3, KULSO: 4, HOZZAALLAS: 1, TECHNIKA: 1, OSSZKEP: 1","KAPCSOLATFELVETEL: Telefonon, egyszerű volt.

LAKAS: Éppen elmegy, de nem lakberendezni mentem. :D

KULSO: Pont, mint a képeken, Popsija jó élőben is, többi látszik a képeken is.

HOZZAALLAS: Az eleje simán indult, de aztán... Éppen ezért is írom meg, nehogy más is rábasszon. Soha az életben nem cseszett így át csaj, nem részletezem...

EGYUTTLET: Eleje ok, utána pedig szót sem érdemel.

ELEGEDETTSEG_ES_AJANLAS: Magam részéről felejtős, nem ajánlom senkinek! Ha csak nem szereted amikor átcsesznek és hoppon maradsz.... Az életben többet a közelébe sem megyek, ha jót akarsz magadnak, inkább keresel más csajt.",2,,25797,2026-02-26 01:22:14
18573,KEDVETLEN_HOZZAALLAS,7682,2015-01-01 19:28,3,"KORNYEZET: 4, KULSO: 5, HOZZAALLAS: 3, TECHNIKA: 3, OSSZKEP: 3","KAPCSOLATFELVETEL: telefonos kapcsolatfelvétel.

LAKAS: tiszta, célnak megfelelő.

KULSO: Szép arc, kellemes látvány.Szép mellek.

HOZZAALLAS: Eléggé rideg volt, nem találtuk meg az összhangot.

EGYUTTLET: Nem sok minden történt, NF,KF,Misz,Doggi. Kissé kedvetlen volt. Lehet a méretem volt probléma.

ELEGEDETTSEG_ES_AJANLAS: Kinek mi jön be. Én nem zavarom többet. De biztos lesz, aki nagyon jól érzi majd magát nála, hiszen szép formás fiatal nő.",1,"SZEP_ARCU, NAGYON_KEDVES",25888,2026-02-26 01:22:14
7579,TELEFONBAN_MAST_MONDOTT,72528,2015-03-19 21:46,0,"KORNYEZET: 5, KULSO: 5, HOZZAALLAS: 4, TECHNIKA: 4, OSSZKEP: 4","KAPCSOLATFELVETEL: A kapcsolatfelvétel elsőre sikerült,minden rendben ment,tájékoztatott a lehetőségekről,stb.

LAKAS: A lakás egy panel,a célnak megfelelő,bár személy szerint én hiányoltam a normális kihúzható ágyat/francia ágyat (maradt a szőnyeg :D). A szoba nagyon jól berendezett egyébként.

KULSO: Személyesen jobb mint a képeken,hatalmas cici,kerek fenék és szép arc.

HOZZAALLAS: Eléggé laza,egyből beszélgetésbe elegyedik,kedves,szépen beszél veled,gyorsan oldja a stresszt. Több órára akartam menni,de kb 1 óra 20 perc után távoztam (nem a saját akaratomból)

EGYUTTLET: Mivel ez volt az első ilyen kalandom (ezt a tudatára is adtam) azonnal egy lágy masszázsba kezdett,utána én is végigmaszíroztam őt. Jött a francia,amiben nagyon ügyes,érti a dolgát. Az aktus eleinte lovagló pózban történt majd én kerültem felülre és úgy mentem el. Kb ez a két póz a kedvence állítása szerint.

ELEGEDETTSEG_ES_AJANLAS: Összeségében maga amit csinál és ahogy csinálja az nagyon jó és ez tényleg egy pozitív élmény volt a részemről. ami viszont negatív, hogy nem az volt, amit előre megbeszéltünk. Minimum elvárható ilyenkor egy ""összebújás"" ha már az ember barátnő feelinget szeretne..Szóval mint (szex)partnert maximálisan ajánlom,de aki megy hozzá annak üzenem,ha több időre megy,állapodjatok meg előtte :)",2,"SZEP_ARCU, NAGYON_KEDVES, MAXIMALIS_DISZKRECIO, JO_PARKOLAS",27272,2026-02-26 01:22:14
32238,TELEFONBAN_MAST_MONDOTT,145459,2015-03-25 13:54,3,"KORNYEZET: 3, KULSO: 4, HOZZAALLAS: 3, TECHNIKA: 4, OSSZKEP: 3","KAPCSOLATFELVETEL: Elsőre elértem,elmondta a lehetőségeket és nemsokára nála is voltam.

LAKAS: Fő út melletti pár emeletes ház.Célnak megfelel.Fürdőt nem használtam,mert nem kaptam törölközőt.

KULSO: Vékony,csinos lány,helyes pofival,formás popsival.

HOZZAALLAS: Órára mentem,mint általában.Kedves,teszi a dolgát,de semmi xtra.

EGYUTTLET: Lakásba érve beinvitált a baszobába.Levetkőztem,majd az ágyra helyezkedtem,ő mellém ült.Simogattam,majd kértem 1 franciát,amit gumiban csinált,mert gyökérkezelés alatt áll a fogával.Itt meglepődtem 1 pillanatra,de hát ez van.Utána dogi,misszi,így ért a vég,amit a hasára lőttem.Masszázst kértem,majd dogi következett és a végén formás popsijára lőttem 1 forró adagot.

ELEGEDETTSEG_ES_AJANLAS: 2 patront ellőttem,de másra számítottam.",2,"SZEP_ARCU, JO_PARKOLAS",27370,2026-02-26 01:22:14
23783,ORANEZOS_TP,81542,2015-04-02 23:21,3,"KORNYEZET: 4, KULSO: 5, HOZZAALLAS: 4, TECHNIKA: 4, OSSZKEP: 4","KAPCSOLATFELVETEL: Telefonon könnyen elértem, elmondott mindent, délután érkeztem

LAKAS: Fizetős a környéken a parkolás, de bkv-val is jól megközelíthető. Kissé kellemetlen volt, hogy egyszerre érkeztünk a pizzafutárral, mert az egyik barátnő épp akkor várta az ebédjét. Megvártam, míg átveszi a hölgy (egy szál törölközőben - a futár meg teljesen kivolt) majd nyitva hagyta az ajtót. A futár épp ment vissza a lifthez, Jessy kikukucskált, beinvitált, puszival fogadott. Egy másik lány szintén törölközőben épp a fürdőből jött, míg az előző lány épp a konyhában tevékenykedett. Én nem zavartattam magam, mind tudtuk, hogy ki miért van ott, dehát na... :D Mindegy, túléltem. (Bár mikor távoztam, akkor meg a liftszerelő nézett furán, nem tudom, még hány faszi távozott abból a lakásból abban az órában, mikor a liftet szerelték...)

KULSO: Helyes, mosolygós, csinos, nőies idomok.

HOZZAALLAS: Kedves, aranyos, jó fej!

EGYUTTLET: Egy órát voltam, zuhany után megkérdeztem, mit szabad és mit nem. Csók csak visszatérő vendégeknek, popó kizárva és nem szereti az ujjazást. Még a másodikkal nem is volna gond, nem is azért mentem, de az első és a harmadik... Kedves volt, csók gyanánt azért kaptam némi kis puszikákat, de igencsak szerettem volna a harmadikat, de nem szegtem szabályt, az első pedig nagyon hiányzott... Egy-két alap póz után cici közé raktam, majd a szájába mentem el. Azt tudni kell, hogy a franciája tényleg pornós. A második menetben kértem is, hogy gyengédebben -nem tom' miért nekem ez így annyira nem hatásos, túl pornós volt az egész együttlétünk. Amúgy halál jófej, dumás kiscsaj. Aranyos, jót beszélgettünk. Bele kezdtünk a második menetbe, ez szerintem nem csak nekem, de mindenkinek kicsit nehezebben megy, viszont már majdnem ott voltam, mikor olyan szinten begörcsölt a lábam, hogy odaveszett minden :D Ekkor pont pittyegett is az óra. Az óra amúgy nála ilyen tanóra szerű 45 percek, ezt sajnáltam is, mert ilyet eddig nem tapasztaltam. Máskor, ha egy órára megyek valakihez, akkor kb 1 óra, 10 percet vagyok nála, ezt szerintem érdemes lenne újra gondolni.

ELEGEDETTSEG_ES_AJANLAS: Alapvetően elégedett voltam, pedig ugye volt már jobb napom is, diszkrétebb, tabumentesebb, felhőtlenebb szexem is. Ettől függetlenül az összegzés miatt (csinos, jófej) ajánlom :) (Remélem nem haragszik meg a kisasszony, hogy nem csuda jó dolgot írtam, bár azt szerettem volna...)",8,"SZEP_ARCU, NAGYON_KEDVES",27529,2026-02-26 01:22:14
84447,"KEDVETLEN_HOZZAALLAS, ORANEZOS_TP, ROSSZ_FRANCIA, MEGTEVESZTO_KEPEK",0,2015-04-27 15:05,3,"KORNYEZET: 2, KULSO: 2, HOZZAALLAS: 1, TECHNIKA: 2, OSSZKEP: 2","KAPCSOLATFELVETEL: Azzal kezdeném, hogy nem vagyok írogatós fajta, de úgy gondolom ezeket le kell írnom, ezért is regisztráltam be. Telefonon, mintha egy betanult szöveget hallottam volna, de mivel elég jókat írtak róla ezért nem vettem figyelembe a dolgot.

LAKAS: Könnyű parkolási lehetőség. Maga a lakás annyira nem volt rossz,de viszont a szobába szerintem elég kicsi az ágy. A másik meglepetés a fürdő volt. Mint utólag a fotókat megnézve is, látni lehet a kádon körbe valami lerakódás félét.

KULSO: Az bíztos, hogy nem 60+ hanem 70+ a hölgyeket.Lehet nekem rossz a szemem, igaz szemüveget nem kell hordanom,de biztos nem 60-as derék illetve nem 50-es a csípő szélessége.Ezt csak megjegyeztem mellékesen.

HOZZAALLAS: Mosollyal fogadott de nem kitörő örömmel.Bekisért a szobába megbeszéltük a részleteket. Majd bekisért a fürdőbe.Gyorsan lezuhanyoztam és már rohantam is vissza hozzá.Ekkor ismét ért egy meglepi! Szólt hogy gyorsan elmegy zuhanyozni, amivel még nem lenne gondom, de legalább 10 perc volt, ami mint utólag kiderült az én időmből vónodott le!

EGYUTTLET: Visszatérvén a fürdőből lehuppant mellém és csókhoz hasonló dolgot csináltunk, de nem az a szenvedélyes fajtát. Majd lejjebb ment az ezredes felé.Az elején amíg nem voltam teljesen merev, addig nem volt vele baj ahogy csinálta, de utána fogazott, ami nem esett jól. Mivel nem akartam sokáig ezt érezni ezért gumit kértem és kutyusba folytattuk a dolgot.. Tolni lehet rendesen, de szerintem nem élvezte a dolgot, pedig nem vagyok kicsi ott lent. A végén szájba kértem, mert úgy szeretem a dolgot és így beszéltük meg, ami meg is történt, de az utódok zsepibe végezték, ami ismét furcsa volt. Mivel sok csalódás ért ezért, felöltöztem és elnézést kérve távoztam.

ELEGEDETTSEG_ES_AJANLAS: Sajnos nem tudom ajánlani senkinek, lehet hogy én is hibás vagyok, de ennyire nem hogy minden másképp legyen az eredeti megállapodás szerint.",1,,27952,2026-02-26 01:22:14
